seed,primary_length,Jv,k0,surface,length,axfold,radfold,delta,nude_length,integral_diff,0.01,0.02,0.03,0.045,0.06,0.08
22261608,0.06,0.00494683940969,327.66,0.000114463488511,0.3539,1.0,1.0,0.00225,0.015,-0.00300603597985,4,8,8,5,3,0
35355590,0.06,0.00726606571354,327.66,0.000164080797572,0.5438,1.0,1.0,0.00225,0.02,-0.000778575590632,9,9,11,10,5,2
40617148,0.06,0.00737816595787,327.66,0.000154398094854,0.5062,1.0,1.0,0.00225,0.025,-0.00144629816307,8,10,11,7,2,1
64628871,0.06,0.00420726609937,327.66,9.78474164702e-05,0.2921,1.0,1.0,0.00225,0.03,-0.00437422930682,4,5,6,6,2,0
62329985,0.06,0.00698572989916,327.66,0.000152686303849,0.5208,1.0,1.0,0.00225,0.035,-0.0033133649099,7,12,14,11,2,1
61127380,0.06,0.00498252928361,327.66,0.000101298707328,0.304,1.0,1.0,0.0025,0.005,-0.00232033131136,4,7,9,6,1,0
69131100,0.06,0.00635266188208,327.66,0.000130223665048,0.414,1.0,1.0,0.0025,0.01,-0.000902899534951,7,9,10,7,3,1
23845169,0.06,0.00444896263271,327.66,8.58217767834e-05,0.2531,1.0,1.0,0.0025,0.015,-0.0048953650967,4,5,5,5,1,0
8343140,0.06,0.00691618304654,327.66,0.000149973607708,0.5049,1.0,1.0,0.0025,0.02,-0.00248064835091,5,9,10,9,4,1
54480105,0.06,0.00388095973421,327.66,8.29677655213e-05,0.2438,1.0,1.0,0.0025,0.025,-0.00365894014612,3,4,5,7,1,0
97611339,0.06,0.00480097574118,327.66,8.98672684752e-05,0.2699,1.0,1.0,0.0025,0.03,-0.00514693379552,5,5,4,5,2,0
76872725,0.06,0.00624493853892,327.66,0.000132206387004,0.4442,1.0,1.0,0.0025,0.035,-0.00406444375353,4,8,10,9,3,1
99267778,0.06,0.00476761806806,327.66,0.000116661723722,0.3758,1.0,1.0,0.00275,0.005,-0.000523325880551,3,8,7,9,3,1
35853604,0.06,0.0054716786357,327.66,0.00010926961904,0.3361,1.0,1.0,0.00275,0.01,-0.00116360653885,5,9,7,4,2,0
30104183,0.06,0.00716584971054,327.66,0.00016622669385,0.5742,1.0,1.0,0.00275,0.015,-0.0007690250795,7,8,9,10,6,3
32525953,0.06,0.00403525052605,327.66,8.56586024609e-05,0.2526,1.0,1.0,0.00275,0.02,-0.00393304143434,4,4,5,4,2,0
85047329,0.06,0.00456013040649,327.66,8.53538051417e-05,0.2664,1.0,1.0,0.00275,0.025,-0.00690396778674,4,7,4,5,2,1
79912541,0.06,0.00951616517437,327.66,0.000301547775191,1.1359,1.0,1.0,0.00275,0.03,0.00625808033847,7,18,15,15,13,6
5992902,0.06,0.00414567359174,327.66,7.88545410918e-05,0.232,1.0,1.0,0.00275,0.035,-0.00416895155028,3,6,4,3,3,0
14016283,0.07,0.00655330080079,327.66,0.000172706165866,0.5327,1.0,1.0,0.001,0.005,-0.00752735372417,9,13,14,8,2,0
8725412,0.07,0.0150562986336,327.66,0.000642403760849,2.5212,1.0,1.0,0.001,0.01,-0.0019058111774,19,49,48,44,31,6
88498169,0.07,0.0133975190627,327.66,0.00046341538357,1.8209,1.0,1.0,0.001,0.015,-0.00459698882579,21,32,26,25,14,8
81668750,0.07,0.0132527734704,327.66,0.00038259760468,1.3918,1.0,1.0,0.001,0.02,-0.00392805267446,22,39,29,20,9,2
69418107,0.07,0.0161499237928,327.66,0.000546053017969,2.1313,1.0,1.0,0.001,0.025,-0.00376764471535,19,40,39,31,20,10
49260228,0.07,0.0130792893607,327.66,0.000436924494138,1.6612,1.0,1.0,0.001,0.03,-0.00405363891318,20,30,37,20,13,7
59757430,0.07,0.0131891184006,327.66,0.000449813726229,1.6816,1.0,1.0,0.001,0.035,-0.00242594361393,15,33,37,27,11,4
47580779,0.07,0.0102496420084,327.66,0.000276244891587,0.9965,1.0,1.0,0.00125,0.005,-0.00564149410269,12,22,20,15,10,1
30090099,0.07,0.00672032057277,327.66,0.000179608747581,0.5793,1.0,1.0,0.00125,0.01,-0.00635326113995,7,16,16,6,3,1
26428244,0.07,0.00943751543104,327.66,0.00035878954741,1.3133,1.0,1.0,0.00125,0.015,-0.0024287822956,8,28,33,22,10,3
89221485,0.07,0.0111659621333,327.66,0.000334544306106,1.1513,1.0,1.0,0.00125,0.02,-0.000644912356894,12,29,24,14,7,1
9017467,0.07,0.0107414718555,327.66,0.000377486861751,1.386,1.0,1.0,0.00125,0.025,-0.00270016832026,14,26,28,22,10,4
6082881,0.07,0.0131611279584,327.66,0.000403488843968,1.5576,1.0,1.0,0.00125,0.03,-0.0052829534909,14,26,24,23,15,5
